Customer_Index,Cluster,Churn_Probability,Recommendations
6322,3,0.8031,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
6323,1,0.1002,Stay connected with loyalty offers
6324,0,0.4357,Promote yearly subscription plans
6325,3,0.5798,Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
6326,1,0.1191,Stay connected with loyalty offers
6327,0,0.7607,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide onboarding support & welcome discount | Provide personalized pricing / bundle offers
6328,3,0.1714,Promote yearly subscription plans | Recommend bundled services to increase value | Promote Online Security + Tech Support package
6329,1,0.3853,Promote yearly subscription plans | Recommend bundled services to increase value
6330,3,0.0067,Recommend bundled services to increase value | Promote Online Security + Tech Support package
6331,3,0.0395,Recommend bundled services to increase value | Promote Online Security + Tech Support package
6332,3,0.1619,Provide onboarding support & welcome discount | Recommend bundled services to increase value
6333,2,0.0328,Stay connected with loyalty offers
6334,2,0.0274,Provide personalized pricing / bundle offers
6335,2,0.0602,Provide personalized pricing / bundle offers
6336,3,0.0806,Promote yearly subscription plans | Recommend bundled services to increase value | Promote Online Security + Tech Support package
6337,3,0.02,Recommend bundled services to increase value | Promote Online Security + Tech Support package
6338,0,0.1117,Provide onboarding support & welcome discount
6339,1,0.0144,Stay connected with loyalty offers
6340,2,0.1611,Provide personalized pricing / bundle offers
6341,2,0.3393,Provide personalized pricing / bundle offers
6342,3,0.6033,Promote yearly subscription plans
6343,3,0.7212,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value
6344,3,0.0105,Recommend bundled services to increase value | Promote Online Security + Tech Support package
6345,0,0.8219,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide personalized pricing / bundle offers | Promote Online Security + Tech Support package
6346,1,0.1359,Stay connected with loyalty offers
6347,3,0.0682,Recommend bundled services to increase value
6348,2,0.0368,Provide personalized pricing / bundle offers
6349,2,0.1101,Provide personalized pricing / bundle offers
6350,1,0.1607,Stay connected with loyalty offers
6351,3,0.026,Recommend bundled services to increase value | Promote Online Security + Tech Support package
6352,3,0.5617,Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
6353,3,0.9233,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
6354,2,0.0081,Provide personalized pricing / bundle offers
6355,0,0.0777,Stay connected with loyalty offers
6356,3,0.0066,Recommend bundled services to increase value | Promote Online Security + Tech Support package
6357,2,0.1272,Provide personalized pricing / bundle offers
6358,2,0.1125,Provide personalized pricing / bundle offers
6359,3,0.2803,Promote yearly subscription plans | Recommend bundled services to increase value | Promote Online Security + Tech Support package
6360,3,0.257,Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
6361,3,0.5186,Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
6362,3,0.5128,Promote yearly subscription plans | Recommend bundled services to increase value | Promote Online Security + Tech Support package
6363,3,0.7301,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide onboarding support & welcome discount
6364,0,0.5786,Promote yearly subscription plans
6365,0,0.5898,Promote yearly subscription plans | Provide personalized pricing / bundle offers | Promote Online Security + Tech Support package
6366,2,0.2308,Provide personalized pricing / bundle offers
6367,3,0.6264,Promote yearly subscription plans | Recommend bundled services to increase value | Promote Online Security + Tech Support package
6368,0,0.5667,Promote yearly subscription plans | Provide onboarding support & welcome discount
6369,2,0.024,Provide personalized pricing / bundle offers
6370,1,0.1711,Stay connected with loyalty offers
6371,3,0.0321,Recommend bundled services to increase value | Promote Online Security + Tech Support package
6372,2,0.201,Provide personalized pricing / bundle offers
6373,3,0.1185,Recommend bundled services to increase value
6374,0,0.6845,Promote yearly subscription plans | Provide onboarding support & welcome discount
6375,3,0.0068,Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
6376,3,0.0899,Recommend bundled services to increase value | Promote Online Security + Tech Support package
6377,2,0.3524,Provide personalized pricing / bundle offers
6378,1,0.0209,Stay connected with loyalty offers
6379,2,0.4178,Provide personalized pricing / bundle offers
6380,0,0.8577,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Recommend bundled services to increase value | Promote Online Security + Tech Support package
6381,1,0.5701,Promote yearly subscription plans | Recommend bundled services to increase value
6382,1,0.0289,Stay connected with loyalty offers
6383,1,0.3147,Promote yearly subscription plans
6384,3,0.8147,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
6385,3,0.5602,Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
6386,2,0.0365,Provide personalized pricing / bundle offers
6387,3,0.0053,Recommend bundled services to increase value | Promote Online Security + Tech Support package
6388,1,0.2812,Promote yearly subscription plans | Provide personalized pricing / bundle offers
6389,3,0.1215,Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
6390,3,0.4646,Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
6391,3,0.0252,Recommend bundled services to increase value | Promote Online Security + Tech Support package
6392,0,0.716,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide personalized pricing / bundle offers
6393,1,0.0076,Stay connected with loyalty offers
6394,2,0.3121,Provide personalized pricing / bundle offers
6395,1,0.039,Stay connected with loyalty offers
6396,3,0.3692,Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
6397,0,0.7367,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide personalized pricing / bundle offers | Promote Online Security + Tech Support package
6398,3,0.0075,Recommend bundled services to increase value | Promote Online Security + Tech Support package
